,Unnamed: 0,EVENTMSGACTIONTYPE,EVENTMSGTYPE,EVENTNUM,GAME_ID,HOMEDESCRIPTION,NEUTRALDESCRIPTION,PCTIMESTRING,PERIOD,PERSON1TYPE,PERSON2TYPE,PERSON3TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ABBREVIATION,PLAYER1_TEAM_CITY,PLAYER1_TEAM_ID,PLAYER1_TEAM_NICKNAME,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ABBREVIATION,PLAYER2_TEAM_CITY,PLAYER2_TEAM_ID,PLAYER2_TEAM_NICKNAME,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ABBREVIATION,PLAYER3_TEAM_CITY,PLAYER3_TEAM_ID,PLAYER3_TEAM_NICKNAME,SCORE,SCOREMARGIN,VISITORDESCRIPTION,WCTIMESTRING
381379,138,102,2,164,21500492,MISS Lowry 8' Driving Floating Bank Jump Shot,,8:24,2,4.0,0,0,200768,Kyle Lowry,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:15 PM
381380,139,0,4,165,21500492,,,8:23,2,5.0,0,0,203148,Brian Roberts,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,Roberts REBOUND (Off:0 Def:1),8:15 PM
381381,140,27,6,166,21500492,Patterson Personal Block Foul (P1.T3) (S.Corbin),,8:21,2,4.0,5,1,202335,Patrick Patterson,TOR,Toronto,1610612761.0,Raptors,203148,Brian Roberts,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,,,,8:16 PM
381382,141,98,2,169,21500492,Biyombo BLOCK (2 BLK),,8:00,2,5.0,0,4,201946,Tyler Hansbrough,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,202687,Bismack Biyombo,TOR,Toronto,1610612761.0,Raptors,,,MISS Hansbrough 3' Cutting Layup Shot,8:16 PM
381383,142,0,4,170,21500492,,,7:59,2,5.0,0,0,201946,Tyler Hansbrough,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,Hansbrough REBOUND (Off:3 Def:1),8:16 PM
381384,143,72,1,171,21500492,,,7:57,2,5.0,0,0,201946,Tyler Hansbrough,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,38 - 38,TIE,Hansbrough 1' Putback Layup (2 PTS),8:17 PM
381385,144,80,2,172,21500492,MISS Lowry 25' 3PT Step Back Jump Shot,,7:34,2,4.0,0,0,200768,Kyle Lowry,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:17 PM
381386,145,0,4,173,21500492,,,7:34,2,5.0,0,0,203087,Jeremy Lamb,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,Lamb REBOUND (Off:1 Def:1),8:17 PM
381387,146,1,1,174,21500492,,,7:22,2,5.0,5,0,1626163,Frank Kaminsky,CHA,Charlotte,1610612766.0,Hornets,203087,Jeremy Lamb,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,41 - 38,-3,Kaminsky 25' 3PT Jump Shot (7 PTS) (Lamb 1 AST),8:17 PM
381388,147,7,1,175,21500492,Biyombo  Dunk (2 PTS) (Joseph 2 AST),,7:05,2,4.0,4,0,202687,Bismack Biyombo,TOR,Toronto,1610612761.0,Raptors,202709,Cory Joseph,TOR,Toronto,1610612761.0,Raptors,0,,,,,,41 - 40,-1,,8:17 PM
381389,148,1,1,176,21500492,,,6:51,2,5.0,5,0,201587,Nicolas Batum,CHA,Charlotte,1610612766.0,Hornets,1626163,Frank Kaminsky,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,44 - 40,-4,Batum 25' 3PT Jump Shot (8 PTS) (Kaminsky 1 AST),8:18 PM
381390,149,1,9,177,21500492,RAPTORS Timeout: Regular (Full 2 Short 0),,6:43,2,2.0,0,0,1610612761,,,,,,0,,,,,,0,,,,,,,,,8:18 PM
381391,150,0,8,179,21500492,,,6:43,2,5.0,5,0,203087,Jeremy Lamb,CHA,Charlotte,1610612766.0,Hornets,203469,Cody Zeller,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,,,SUB: Zeller FOR Lamb,8:20 PM
381392,151,0,8,180,21500492,,,6:43,2,5.0,5,0,201946,Tyler Hansbrough,CHA,Charlotte,1610612766.0,Hornets,203798,PJ Hairston,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,,,SUB: Hairston FOR Hansbrough,8:20 PM
381393,152,0,8,181,21500492,SUB: Scola FOR Patterson,,6:43,2,4.0,4,0,202335,Patrick Patterson,TOR,Toronto,1610612761.0,Raptors,2449,Luis Scola,TOR,Toronto,1610612761.0,Raptors,0,,,,,,,,,8:20 PM
381394,153,0,8,182,21500492,SUB: Carroll FOR Biyombo,,6:43,2,4.0,4,0,202687,Bismack Biyombo,TOR,Toronto,1610612761.0,Raptors,201960,DeMarre Carroll,TOR,Toronto,1610612761.0,Raptors,0,,,,,,,,,8:20 PM
381395,154,0,8,183,21500492,SUB: DeRozan FOR Joseph,,6:43,2,4.0,4,0,202709,Cory Joseph,TOR,Toronto,1610612761.0,Raptors,201942,DeMar DeRozan,TOR,Toronto,1610612761.0,Raptors,0,,,,,,,,,8:20 PM
381396,155,0,8,184,21500492,SUB: Valanciunas FOR Johnson,,6:43,2,4.0,4,0,201949,James Johnson,TOR,Toronto,1610612761.0,Raptors,202685,Jonas Valanciunas,TOR,Toronto,1610612761.0,Raptors,0,,,,,,,,,8:20 PM
381397,156,1,1,185,21500492,DeRozan 19' Jump Shot (14 PTS) (Lowry 4 AST),,6:30,2,4.0,4,0,201942,DeMar DeRozan,TOR,Toronto,1610612761.0,Raptors,200768,Kyle Lowry,TOR,Toronto,1610612761.0,Raptors,0,,,,,,44 - 42,-2,,8:20 PM
381398,157,83,2,186,21500492,,,6:04,2,5.0,0,0,201587,Nicolas Batum,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,MISS Batum 21' Fadeaway Bank Shot,8:21 PM
381399,158,0,4,187,21500492,,,6:04,2,3.0,0,0,1610612766,,,,,,0,,,,,,0,,,,,,,,Hornets Rebound,8:21 PM
381400,159,11,5,188,21500492,,,6:04,2,3.0,0,1,1610612766,,,,,,0,,,,,,0,,,,,,,,Hornets Turnover: Shot Clock (T#3),8:21 PM
381401,160,101,2,189,21500492,MISS Lowry 6' Driving Floating Jump Shot,,5:41,2,4.0,0,0,200768,Kyle Lowry,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:21 PM
381402,161,0,4,190,21500492,Valanciunas REBOUND (Off:2 Def:1),,5:40,2,4.0,0,0,202685,Jonas Valanciunas,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:21 PM
381403,162,97,1,191,21500492,Valanciunas 2' Tip Layup Shot (6 PTS),,5:37,2,4.0,0,0,202685,Jonas Valanciunas,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,44 - 44,TIE,,8:22 PM
381404,163,101,1,192,21500492,,,5:23,2,5.0,0,0,1626163,Frank Kaminsky,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,46 - 44,-2,Kaminsky 5' Driving Floating Jump Shot (9 PTS),8:22 PM
381405,164,2,6,193,21500492,,,5:02,2,5.0,4,1,203469,Cody Zeller,CHA,Charlotte,1610612766.0,Hornets,202685,Jonas Valanciunas,TOR,Toronto,1610612761.0,Raptors,0,,,,,,,,Zeller S.FOUL (P2.T2) (M.Davis),8:22 PM
381406,165,11,3,194,21500492,Valanciunas Free Throw 1 of 2 (7 PTS),,5:02,2,4.0,0,0,202685,Jonas Valanciunas,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,46 - 45,-1,,8:22 PM
381407,166,0,8,196,21500492,,,5:02,2,5.0,5,0,203469,Cody Zeller,CHA,Charlotte,1610612766.0,Hornets,101107,Marvin Williams,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,,,SUB: Williams FOR Zeller,8:23 PM
381408,167,0,8,197,21500492,,,5:02,2,5.0,5,0,203148,Brian Roberts,CHA,Charlotte,1610612766.0,Hornets,202689,Kemba Walker,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,,,SUB: Walker FOR Roberts,8:23 PM
381409,168,12,3,198,21500492,Valanciunas Free Throw 2 of 2 (8 PTS),,5:02,2,4.0,0,0,202685,Jonas Valanciunas,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,46 - 46,TIE,,8:23 PM
381410,169,101,1,201,21500492,,,4:45,2,5.0,0,0,101107,Marvin Williams,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,48 - 46,-2,Williams 9' Driving Floating Jump Shot (7 PTS),8:23 PM
381411,170,1,6,202,21500492,,,4:27,2,5.0,4,1,101107,Marvin Williams,CHA,Charlotte,1610612766.0,Hornets,2449,Luis Scola,TOR,Toronto,1610612761.0,Raptors,0,,,,,,,,Williams P.FOUL (P1.T3) (M.Davis),8:24 PM
381412,171,29,6,203,21500492,,,4:21,2,5.0,4,1,1626163,Frank Kaminsky,CHA,Charlotte,1610612766.0,Hornets,201942,DeMar DeRozan,TOR,Toronto,1610612761.0,Raptors,0,,,,,,,,Kaminsky Shooting Block Foul (P1.T4) (S.Corbin),8:24 PM
381413,172,11,3,204,21500492,DeRozan Free Throw 1 of 2 (15 PTS),,4:21,2,4.0,0,0,201942,DeMar DeRozan,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,48 - 47,-1,,8:24 PM
381414,173,0,8,206,21500492,,,4:21,2,5.0,5,0,203798,PJ Hairston,CHA,Charlotte,1610612766.0,Hornets,203087,Jeremy Lamb,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,,,SUB: Lamb FOR Hairston,8:25 PM
381415,174,12,3,207,21500492,DeRozan Free Throw 2 of 2 (16 PTS),,4:21,2,4.0,0,0,201942,DeMar DeRozan,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,48 - 48,TIE,,8:25 PM
381416,175,1,2,210,21500492,,,4:09,2,5.0,0,0,202689,Kemba Walker,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,MISS Walker 24' 3PT Jump Shot,8:25 PM
381417,176,0,4,211,21500492,Valanciunas REBOUND (Off:2 Def:2),,4:08,2,4.0,0,0,202685,Jonas Valanciunas,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:25 PM
381418,177,1,5,212,21500492,Carroll Bad Pass Turnover (P1.T5),,3:55,2,4.0,5,0,201960,DeMarre Carroll,TOR,Toronto,1610612761.0,Raptors,1626163,Frank Kaminsky,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,,,Kaminsky STEAL (1 STL),8:25 PM
381419,178,55,1,213,21500492,,,3:47,2,5.0,5,0,101107,Marvin Williams,CHA,Charlotte,1610612766.0,Hornets,201587,Nicolas Batum,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,50 - 48,-2,Williams 8' Hook Shot (9 PTS) (Batum 3 AST),8:25 PM
381420,179,1,2,214,21500492,MISS Carroll 21' Jump Shot,,3:21,2,4.0,0,0,201960,DeMarre Carroll,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:26 PM
381421,180,0,4,215,21500492,Lowry REBOUND (Off:1 Def:2),,3:20,2,4.0,0,0,200768,Kyle Lowry,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:26 PM
381422,181,97,1,216,21500492,Lowry 1' Tip Layup Shot (4 PTS),,3:16,2,4.0,0,0,200768,Kyle Lowry,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,50 - 50,TIE,,8:26 PM
381423,182,17,6,217,21500492,RAPTORS T.Foul (Def. 3 Sec Valanciunas ) (S.Corbin),,3:04,2,4.0,0,1,202685,Jonas Valanciunas,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:26 PM
381424,183,16,3,218,21500492,,,3:04,2,5.0,0,0,201587,Nicolas Batum,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,51 - 50,-1,Batum Free Throw Technical (9 PTS),8:26 PM
381425,184,79,2,220,21500492,,,2:51,2,5.0,0,0,202689,Kemba Walker,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,MISS Walker 20' Pullup Jump Shot,8:27 PM
381426,185,0,4,221,21500492,Valanciunas REBOUND (Off:2 Def:3),,2:50,2,4.0,0,0,202685,Jonas Valanciunas,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:27 PM
381427,186,29,6,222,21500492,,,2:42,2,5.0,4,1,203087,Jeremy Lamb,CHA,Charlotte,1610612766.0,Hornets,200768,Kyle Lowry,TOR,Toronto,1610612761.0,Raptors,0,,,,,,,,Lamb Shooting Block Foul (P1.PN) (S.Corbin),8:27 PM
381428,187,4,9,223,21500492,,,2:42,2,1.0,0,0,0,,,,,,0,,,,,,0,,,,,,,,,8:27 PM
381429,188,11,3,227,21500492,Lowry Free Throw 1 of 2 (5 PTS),,2:42,2,4.0,0,0,200768,Kyle Lowry,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,51 - 51,TIE,,8:30 PM
381430,189,12,3,229,21500492,Lowry Free Throw 2 of 2 (6 PTS),,2:42,2,4.0,0,0,200768,Kyle Lowry,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,51 - 52,1,,8:30 PM
381431,190,1,2,231,21500492,,,2:25,2,5.0,0,0,1626163,Frank Kaminsky,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,MISS Kaminsky 25' 3PT Jump Shot,8:30 PM
381432,191,0,4,232,21500492,,,2:23,2,5.0,0,0,101107,Marvin Williams,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,Williams REBOUND (Off:1 Def:2),8:30 PM
381433,192,42,1,233,21500492,,,2:09,2,5.0,0,0,202689,Kemba Walker,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,53 - 52,-1,Walker 1' Driving Layup (4 PTS),8:30 PM
381434,193,1,1,234,21500492,DeRozan 24' 3PT Jump Shot (19 PTS) (Lowry 5 AST),,1:46,2,4.0,4,0,201942,DeMar DeRozan,TOR,Toronto,1610612761.0,Raptors,200768,Kyle Lowry,TOR,Toronto,1610612761.0,Raptors,0,,,,,,53 - 55,2,,8:31 PM
381435,194,42,2,235,21500492,,,1:26,2,5.0,0,0,101107,Marvin Williams,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,MISS Williams 3' Driving Layup,8:31 PM
381436,195,0,4,236,21500492,Scola REBOUND (Off:2 Def:3),,1:26,2,4.0,0,0,2449,Luis Scola,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:31 PM
381437,196,1,2,237,21500492,MISS Carroll 25' 3PT Jump Shot,,1:13,2,4.0,0,0,201960,DeMarre Carroll,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:31 PM
381438,197,0,4,238,21500492,,,1:13,2,5.0,0,0,202689,Kemba Walker,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,Walker REBOUND (Off:0 Def:1),8:31 PM
381439,198,1,2,239,21500492,,,1:04,2,5.0,0,0,203087,Jeremy Lamb,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,MISS Lamb 25' 3PT Jump Shot,8:32 PM
381440,199,0,4,240,21500492,Scola REBOUND (Off:2 Def:4),,1:03,2,4.0,0,0,2449,Luis Scola,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:32 PM
381441,200,2,9,241,21500492,RAPTORS Timeout: Short (Full 2 Short 1),,1:01,2,2.0,0,0,1610612761,,,,,,0,,,,,,0,,,,,,,,,8:32 PM
381442,201,0,8,244,21500492,SUB: Joseph FOR Lowry,,1:01,2,4.0,4,0,200768,Kyle Lowry,TOR,Toronto,1610612761.0,Raptors,202709,Cory Joseph,TOR,Toronto,1610612761.0,Raptors,0,,,,,,,,,8:33 PM
381443,202,101,2,245,21500492,MISS DeRozan 3' Driving Floating Jump Shot,,0:49,2,4.0,0,5,201942,DeMar DeRozan,TOR,Toronto,1610612761.0,Raptors,0,,,,,,203087,Jeremy Lamb,CHA,Charlotte,1610612766.0,Hornets,,,Lamb BLOCK (1 BLK),8:33 PM
381444,203,0,4,246,21500492,,,0:47,2,5.0,0,0,101107,Marvin Williams,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,Williams REBOUND (Off:1 Def:3),8:33 PM
381445,204,79,2,248,21500492,,,0:37,2,5.0,0,0,202689,Kemba Walker,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,MISS Walker 25' 3PT Pullup Jump Shot,8:33 PM
381446,205,0,4,249,21500492,,,0:36,2,5.0,0,0,1626163,Frank Kaminsky,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,Kaminsky REBOUND (Off:2 Def:2),8:34 PM
381447,206,2,6,250,21500492,Joseph S.FOUL (P1.T4) (M.Davis),,0:18,2,4.0,5,1,202709,Cory Joseph,TOR,Toronto,1610612761.0,Raptors,202689,Kemba Walker,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,,,,8:34 PM
381448,207,11,3,251,21500492,,,0:18,2,5.0,0,0,202689,Kemba Walker,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,54 - 55,1,Walker Free Throw 1 of 2 (5 PTS),8:34 PM
381449,208,12,3,253,21500492,,,0:18,2,5.0,0,0,202689,Kemba Walker,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,55 - 55,TIE,Walker Free Throw 2 of 2 (6 PTS),8:34 PM
381450,209,1,2,256,21500492,MISS Scola  3PT Jump Shot,,0:05,2,4.0,0,0,2449,Luis Scola,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:35 PM
381451,210,0,4,257,21500492,,,0:04,2,5.0,0,0,203087,Jeremy Lamb,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,Lamb REBOUND (Off:1 Def:2),8:35 PM
381452,211,103,2,258,21500492,,,0:00,2,5.0,0,0,202689,Kemba Walker,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,MISS Walker 27' 3PT Running Pull-Up Jump Shot,8:35 PM
381453,212,0,4,259,21500492,,,0:00,2,3.0,0,0,1610612766,,,,,,0,,,,,,0,,,,,,,,Hornets Rebound,8:35 PM
381454,213,0,13,260,21500492,,,0:00,2,0.0,0,0,0,,,,,,0,,,,,,0,,,,,,55 - 55,TIE,,8:35 PM
381455,214,0,12,262,21500492,,,12:00,3,0.0,0,0,0,,,,,,0,,,,,,0,,,,,,55 - 55,TIE,,8:51 PM
381456,215,98,1,263,21500492,,,11:49,3,5.0,5,0,203469,Cody Zeller,CHA,Charlotte,1610612766.0,Hornets,201587,Nicolas Batum,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,57 - 55,-2,Zeller 3' Cutting Layup Shot (9 PTS) (Batum 4 AST),8:51 PM
381457,216,4,6,264,21500492,Valanciunas OFF.Foul (P2) (S.Corbin),,11:28,3,4.0,5,1,202685,Jonas Valanciunas,TOR,Toronto,1610612761.0,Raptors,203469,Cody Zeller,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,,,,8:51 PM
381458,217,5,5,265,21500492,Valanciunas Foul Turnover (P1.T6),,11:28,3,4.0,0,1,202685,Jonas Valanciunas,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:51 PM
381459,218,1,2,266,21500492,,,11:17,3,5.0,0,0,203798,PJ Hairston,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,MISS Hairston 25' 3PT Jump Shot,8:52 PM
381460,219,0,4,267,21500492,Valanciunas REBOUND (Off:2 Def:4),,11:16,3,4.0,0,0,202685,Jonas Valanciunas,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:52 PM
381461,220,79,2,268,21500492,MISS DeRozan 15' Pullup Jump Shot,,10:54,3,4.0,0,0,201942,DeMar DeRozan,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:52 PM
381462,221,0,4,269,21500492,Valanciunas REBOUND (Off:3 Def:4),,10:53,3,4.0,0,0,202685,Jonas Valanciunas,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:52 PM
381463,222,72,2,270,21500492,MISS Valanciunas 1' Putback Layup,,10:51,3,4.0,0,0,202685,Jonas Valanciunas,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:52 PM
381464,223,0,4,271,21500492,,,10:50,3,5.0,0,0,203469,Cody Zeller,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,Zeller REBOUND (Off:3 Def:2),8:52 PM
381465,224,101,1,272,21500492,,,10:41,3,5.0,0,0,202689,Kemba Walker,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,59 - 55,-4,Walker 9' Driving Floating Jump Shot (8 PTS),8:52 PM
381466,225,1,2,273,21500492,MISS Carroll  3PT Jump Shot,,10:16,3,4.0,0,5,201960,DeMarre Carroll,TOR,Toronto,1610612761.0,Raptors,0,,,,,,201587,Nicolas Batum,CHA,Charlotte,1610612766.0,Hornets,,,Batum BLOCK (1 BLK),8:53 PM
381467,226,0,4,274,21500492,,,10:15,3,5.0,0,0,203798,PJ Hairston,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,Hairston REBOUND (Off:1 Def:3),8:53 PM
381468,227,103,1,275,21500492,,,10:09,3,5.0,0,0,202689,Kemba Walker,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,62 - 55,-7,Walker 25' 3PT Running Pull-Up Jump Shot (11 PTS),8:53 PM
381469,228,1,9,276,21500492,RAPTORS Timeout: Regular (Full 3 Short 1),,10:09,3,2.0,0,0,1610612761,,,,,,0,,,,,,0,,,,,,,,,8:53 PM
381470,229,86,2,280,21500492,MISS DeRozan 11' Turnaround Fadeaway Shot,,9:50,3,4.0,0,0,201942,DeMar DeRozan,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:56 PM
381471,230,0,4,281,21500492,,,9:49,3,5.0,0,0,201587,Nicolas Batum,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,Batum REBOUND (Off:0 Def:1),8:56 PM
381472,231,1,5,282,21500492,Carroll STEAL (1 STL),,9:42,3,5.0,4,0,201587,Nicolas Batum,CHA,Charlotte,1610612766.0,Hornets,201960,DeMarre Carroll,TOR,Toronto,1610612761.0,Raptors,0,,,,,,,,Batum Bad Pass Turnover (P1.T4),8:56 PM
381473,232,5,2,283,21500492,MISS Carroll 1' Layup,,9:35,3,4.0,0,0,201960,DeMarre Carroll,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:56 PM
381474,233,0,4,284,21500492,Valanciunas REBOUND (Off:4 Def:4),,9:34,3,4.0,0,0,202685,Jonas Valanciunas,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:56 PM
381475,234,97,2,285,21500492,MISS Valanciunas  Tip Layup Shot,,9:32,3,4.0,0,0,202685,Jonas Valanciunas,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:56 PM
381476,235,0,4,286,21500492,Valanciunas REBOUND (Off:5 Def:4),,9:31,3,4.0,0,0,202685,Jonas Valanciunas,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:56 PM
381477,236,97,2,287,21500492,MISS Valanciunas 1' Tip Layup Shot,,9:28,3,4.0,0,0,202685,Jonas Valanciunas,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:56 PM
381478,237,0,4,308,21500492,Carroll REBOUND (Off:1 Def:1),,9:27,3,4.0,0,0,201960,DeMarre Carroll,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:56 PM
381479,238,97,2,303,21500492,MISS Carroll 2' Tip Layup Shot,,9:27,3,4.0,0,0,201960,DeMarre Carroll,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:56 PM
381480,239,0,4,288,21500492,Scola REBOUND (Off:3 Def:4),,9:27,3,4.0,0,0,2449,Luis Scola,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:56 PM
381481,240,5,2,289,21500492,MISS Scola 2' Layup,,9:25,3,4.0,0,0,2449,Luis Scola,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:56 PM
381482,241,0,4,290,21500492,,,9:23,3,5.0,0,0,201587,Nicolas Batum,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,Batum REBOUND (Off:0 Def:2),8:56 PM
381483,242,1,2,291,21500492,,,9:15,3,5.0,0,0,201587,Nicolas Batum,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,MISS Batum 26' 3PT Jump Shot,8:56 PM
381484,243,0,4,292,21500492,Scola REBOUND (Off:3 Def:5),,9:15,3,4.0,0,0,2449,Luis Scola,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:56 PM
381485,244,43,2,293,21500492,MISS Valanciunas 3' Alley Oop Layup,,9:07,3,4.0,0,0,202685,Jonas Valanciunas,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:56 PM
381486,245,0,4,294,21500492,Valanciunas REBOUND (Off:6 Def:4),,9:05,3,4.0,0,0,202685,Jonas Valanciunas,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:56 PM
381487,246,58,1,295,21500492,Valanciunas 8' Turnaround Hook Shot (10 PTS),,8:59,3,4.0,0,0,202685,Jonas Valanciunas,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,62 - 57,-5,,8:57 PM
381488,247,2,6,296,21500492,,,8:59,3,5.0,4,1,203469,Cody Zeller,CHA,Charlotte,1610612766.0,Hornets,202685,Jonas Valanciunas,TOR,Toronto,1610612761.0,Raptors,0,,,,,,,,Zeller S.FOUL (P3.T1) (M.Boland),8:57 PM
381489,248,10,3,297,21500492,MISS Valanciunas Free Throw 1 of 1,,8:59,3,4.0,0,0,202685,Jonas Valanciunas,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:57 PM
381490,249,0,4,299,21500492,,,8:58,3,5.0,0,0,203469,Cody Zeller,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,Zeller REBOUND (Off:3 Def:3),8:57 PM
381491,250,2,6,302,21500492,Scola S.FOUL (P2.T1) (M.Davis),,8:40,3,4.0,5,1,2449,Luis Scola,TOR,Toronto,1610612761.0,Raptors,203469,Cody Zeller,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,,,,8:57 PM
381492,251,11,3,304,21500492,,,8:40,3,5.0,0,0,203469,Cody Zeller,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,63 - 57,-6,Zeller Free Throw 1 of 2 (10 PTS),8:58 PM
381493,252,12,3,306,21500492,,,8:40,3,5.0,0,0,203469,Cody Zeller,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,64 - 57,-7,Zeller Free Throw 2 of 2 (11 PTS),8:58 PM
